,symbol,date,open,high,low,close,volume,adjusted
52,TSLA,3/17/2023,184.5200043,186.2200012,177.3300018,180.1300049,133197100,180.1300049
53,TSLA,3/20/2023,178.0800018,186.4400024,176.3500061,183.25,129684400,183.25
54,TSLA,3/21/2023,188.2799988,198,188.0399933,197.5800018,153391400,197.5800018
55,TSLA,3/22/2023,199.3000031,200.6600037,190.9499969,191.1499939,150376400,191.1499939
56,TSLA,3/23/2023,195.2599945,199.3099976,188.6499939,192.2200012,144193900,192.2200012
57,TSLA,3/24/2023,191.6499939,192.3600006,187.1499939,190.4100037,116312400,190.4100037
58,TSLA,3/27/2023,194.4199982,197.3899994,189.9400024,191.8099976,120851600,191.8099976
59,TSLA,3/28/2023,192,192.3500061,185.4299927,189.1900024,98654600,189.1900024
60,TSLA,3/29/2023,193.1300049,195.2899933,189.4400024,193.8800049,123660000,193.8800049
61,TSLA,3/30/2023,195.5800018,197.3300018,194.4199982,195.2799988,110252200,195.2799988
62,TSLA,3/31/2023,197.5299988,207.7899933,197.1999969,207.4600067,170222100,207.4600067
63,TSLA,4/3/2023,199.9100037,202.6900024,192.1999969,194.7700043,169545900,194.7700043
64,TSLA,4/4/2023,197.3200073,198.7400055,190.3200073,192.5800018,126463800,192.5800018
65,TSLA,4/5/2023,190.5200043,190.6799927,183.7599945,185.5200043,133882500,185.5200043
66,TSLA,4/6/2023,183.0800018,186.3899994,179.7400055,185.0599976,123857900,185.0599976
67,TSLA,4/10/2023,179.9400024,185.1000061,176.1100006,184.5099945,142154600,184.5099945
68,TSLA,4/11/2023,186.6900024,189.1900024,185.6499939,186.7899933,115770900,186.7899933
69,TSLA,4/12/2023,190.7400055,191.5800018,180.3099976,180.5399933,150256300,180.5399933
70,TSLA,4/13/2023,182.9600067,186.5,180.9400024,185.8999939,112933000,185.8999939
71,TSLA,4/14/2023,183.9499969,186.2799988,182.0099945,185,96438700,185
72,TSLA,4/17/2023,186.3200073,189.6900024,182.6900024,187.0399933,116662200,187.0399933
73,TSLA,4/18/2023,187.1499939,187.6900024,183.5800018,184.3099976,92067000,184.3099976
74,TSLA,4/19/2023,179.1000061,183.5,177.6499939,180.5899963,125732700,180.5899963
75,TSLA,4/20/2023,166.1699982,169.6999969,160.5599976,162.9900055,210970800,162.9900055
76,TSLA,4/21/2023,164.8000031,166,161.3200073,165.0800018,123539000,165.0800018
77,TSLA,4/24/2023,164.6499939,165.6499939,158.6100006,162.5500031,140006600,162.5500031
78,TSLA,4/25/2023,159.8200073,163.4700012,158.75,160.6699982,121999300,160.6699982
79,TSLA,4/26/2023,160.2899933,160.6699982,153.1399994,153.75,153364100,153.75
80,TSLA,4/27/2023,152.6399994,160.4799957,152.3699951,160.1900024,127015200,160.1900024
81,TSLA,4/28/2023,160.8999939,165,157.3200073,164.3099976,122515800,164.3099976
82,TSLA,5/1/2023,163.1699982,163.2799988,158.8300018,161.8300018,109015000,161.8300018
83,TSLA,5/2/2023,161.8800049,165.4900055,158.9299927,160.3099976,128259700,160.3099976
84,TSLA,5/3/2023,160.0099945,165,159.9100037,160.6100006,119728000,160.6100006
85,TSLA,5/4/2023,162.7100067,162.9499969,159.6499939,161.1999969,95108500,161.1999969
86,TSLA,5/5/2023,163.9700012,170.7899933,163.5099945,170.0599976,107440900,170.0599976
87,TSLA,5/8/2023,173.7200012,173.8000031,169.1900024,171.7899933,112249400,171.7899933
88,TSLA,5/9/2023,168.9499969,169.8200073,166.5599976,169.1499939,88965000,169.1499939
89,TSLA,5/10/2023,172.5500031,174.4299927,166.6799927,168.5399933,119840700,168.5399933
90,TSLA,5/11/2023,168.6999969,173.5700073,166.7899933,172.0800018,103889900,172.0800018
91,TSLA,5/12/2023,176.0700073,177.3800049,167.2299957,167.9799957,157577100,167.9799957
92,TSLA,5/15/2023,167.6600037,169.7599945,164.5500031,166.3500061,105592500,166.3500061
93,TSLA,5/16/2023,165.6499939,169.5200043,164.3500061,166.5200043,98288800,166.5200043
94,TSLA,5/17/2023,168.4100037,174.5,167.1900024,173.8600006,125473600,173.8600006
